ï»¿faction_id|id|name|cost|detachment|detachment_id|legend|description|
AdM|000009298003|Harmonic Discordator|0|Machine Cult|000000914|Voices cyber-modulated to hideously unsettling pitches, the faithful of the Omnissiah weaponise their hymnals.|In the <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span></span> step of your opponents <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, if an enemy unit that is below its <span class="tooltip00232" data-tooltip-content="#tooltip_content00232"><span class="tt kwbu">Starting</span> <span class="tt kwbu">Strength</span></span> is within 3" of the bearer, that unit must take a <span class="tooltip00036" data-tooltip-content="#tooltip_content00036"><span class="tt kwbu">Battle-shock</span> <span class="tt kwbu">test</span></span>. If that enemy unit is also <span class="tooltip00233" data-tooltip-content="#tooltip_content00233"><span class="tt kwbu">Below</span> <span class="tt kwbu">Half-strength</span></span>, subtract 1 from that test. This Enhancement cannot cause a unit to take two Battle-shock tests in the same phase.|
AdM|000008572003|Lord of Machines|20|Cohort Cybernetica|000000823|An intense burst of viral static can overload those machine spirits yoked to the service of the enemy.|<span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Once per turn, at the start of your opponentâs <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, select one enemy VEHICLE unit within 12" of and visible to the bearer. That unit must take a <span class="tooltip00509" data-tooltip-content="#tooltip_content00509"><span class="tt kwbu">Leadership</span> <span class="tt kwbu">test</span></span>: if that test is passed, until the end of the phase, each time a model in that unit makes an attack, subtract 1 from the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>; if that test is failed, that unit is not eligible to shoot this phase.|
AdM|000008568003|Genetor|25|Explorator Maniple|000000822|Cyborg interfaces, genetic manipulation and alchemical behavioural modification are all avenues of interest to Genetors, and their enhanced creations are formidable in protecting their masterâs divine work.|<span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. While the bearer is leading a unit that is within range of your Acquisition <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span>, models in that unit have a 4+ <span class="tooltip00051" data-tooltip-content="#tooltip_content00051"><span class="tt kwbu">invulnerable</span> <span class="tt kwbu">save</span></span>.|
AdM|000009745003|Cognitive Reinforcement|35|Haloscreed Battle Clade|000000984|From afar, the guiding hand of the Omnissian priesthood allows this warrior to process streams of sensory input and encoded imperatives simultaneously.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only (excluding <a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Cybernetica-Datasmith"><span class="kwb kwbo">CYBERNETICA</span> <span class="kwb kwbo">DATASMITH</span></a> models). The <span class="tooltip00505" data-tooltip-content="#tooltip_content00505"><span class="tt kwbu">Conqueror</span> <span class="tt kwbu">Imperative</span></span> and <span class="tooltip00504" data-tooltip-content="#tooltip_content00504"><span class="tt kwbu">Protector</span> <span class="tt kwbu">Imperative</span></span> are both active for the bearerâs unit.|
AdM|000008385003|Malphonic Susurrus|20|Rad-Zone Corps|000000762|This master of splintered choruses leads their followers in a projection of clashing frequencies. Scanners and sensoriums trained in their direction are befouled by the disruptive input.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only. While the bearer is leading a unit, models in that unit have the <span class="tooltip00496" data-tooltip-content="#tooltip_content00496"><span class="tt kwbu">Stealth</span></span> ability.|
AdM|000009290003|Optimised Cogitators|0|Response Clade|000000913|Skitarii Marshals of shipboard clades often share partial data-symbiosis with the master cogitators of the ship they serve on. This allows them to defend their vessel with nigh-instinctive strategic insight.|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, when you target the bearer with a Stratagem, that use of that Stratagem costs 1 less CP than normal.|
AdM|000008560003|Clandestine Infiltrator|20|Skitarii Hunter Cohort|000000820|Under cover of auspex scramblers, this holy soldier leads their fellows in a stealthy advance.|<span class="tooltip00459" data-tooltip-content="#tooltip_content00459" data-tooltip-anchor="#tooltip_content00459"><span class="kwb kwbu">SKITARII</span></span> model only. The bearer, and models in any unit they are leading, have the <span class="tooltip00510" data-tooltip-content="#tooltip_content00510"><span class="tt kwbu">Infiltrators</span></span> and <span class="tooltip00100" data-tooltip-content="#tooltip_content00100"><span class="tt kwbu">Scouts</span></span> 6" abilities.|
AdM|000008560004|Veiled Hunter|10|Skitarii Hunter Cohort|000000820|In silent supplication, a concentrated burst of noospheric negation manifests as a heavy band of shadow. Under this shroud, this commanders warriors obfuscate the foeâs sensors and confuse their strategy.|<a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Skitarii-Marshal"><span class="kwb kwbo">SKITARII</span> <span class="kwb kwbo">MARSHAL</span></a> model only. After both players have deployed their armies, you can select up to three <span class="tooltip00261" data-tooltip-content="#tooltip_content00261" data-tooltip-anchor="#tooltip_content00261"><span class="kwb kwbu">SKITARII</span> <span class="kwb kwbu">INFANTRY</span></span> units from your army and redeploy all of those units. When doing so, any of those units can be placed into <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, regardless of how many units are already in Strategic Reserves.|
AdM|000009745004|Sanctified Ordnance|10|Haloscreed Battle Clade|000000984|The ammunition borne to battle by this disciple of the Machine God and those at their command has been subjected to ritual anointings and autosermonic blessings, lending it far greater stability.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only. Add 6" to the range characteristic of ranged weapons equipped by models in the bearerâs unit and, each time a <span class="tooltip00034" data-tooltip-content="#tooltip_content00034"><span class="tt kwbu">Hazardous</span> <span class="tt kwbu">test</span></span> is taken for that unit, you can re-roll the result.|
AdM|000008564004|Data-blessed Autosermon|20|Data-Psalm Conclave|000000821|Struck with an infoload of revelation, truly blessed Tech-Priests will override the sacred canticles to deliver the Machine Godâs adaptive wisdom.|<span class="tooltip00500" data-tooltip-content="#tooltip_content00500" data-tooltip-anchor="#tooltip_content00500"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Once per battle, at the start of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can select the Benediction of the Omnissiah you did not select at the start of the first <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>. Until the start of your next Command phase, that Benediction of the Omnissiah is active for the bearerâs unit in addition to the one that is currently active for your army.|
AdM|000008385004|Peerless Eradicator|20|Rad-Zone Corps|000000762|This perfectionist zealot directs their minions in the rapid and single-minded termination of all enemies of the Omnissiah.|<span class="kwb">ADEPTUS</span> <span class="kwb">MECHANICUS</span> model only. While the bearer is leading a unit, ranged weapons equipped by models in that unit have the <span class="kwb2 bluefont"><span class="tooltip00061" data-tooltip-content="#tooltip_content00061"><span class="tt kwbu">[SUSTAINED</span> <span class="tt kwbu">HITS</span> <span class="tt kwbu">1]</span></span></span> ability.|
AdM|000008572004|Emotionless Clarity|15|Cohort Cybernetica|000000823|With a mind unsullied by the passions common to the flesh, a Tech-Priest can entreat the machine spirit of a dying war engine to enact one final triumph.|<span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Once per turn, when a friendly <span class="tooltip00502" data-tooltip-content="#tooltip_content00502" data-tooltip-anchor="#tooltip_content00502"><span class="kwb kwbu">LEGIO</span> <span class="kwb kwbu">CYBERNETICA</span></span> or <span class="tooltip00418" data-tooltip-content="#tooltip_content00418" data-tooltip-anchor="#tooltip_content00418"><span class="kwb kwbu">ADEPTUS</span> <span class="kwb kwbu">MECHANICUS</span> <span class="kwb kwbu">VEHICLE</span></span> model with the <span class="tooltip00511" data-tooltip-content="#tooltip_content00511"><span class="tt kwbu">Deadly</span> <span class="tt kwbu">Demise</span></span> ability that is within 12" of the bearer is <span class="tooltip00206" data-tooltip-content="#tooltip_content00206"><span class="tt kwbu">destroyed</span></span>, the bearer can use this Enhancement. If it does, do not roll to determine whether any <span class="tooltip00049" data-tooltip-content="#tooltip_content00049"><span class="tt kwbu">mortal</span> <span class="tt kwbu">wounds</span></span> are inflicted as a result of that modelâs Deadly Demise ability. Instead, mortal wounds are automatically inflicted.|
AdM|000008568004|Logis|20|Explorator Maniple|000000822|Data-vores and biocogitators, logi amass huge stores of information. They analyse data from thousands of sources, rationalising every weak point the foe has. It is a fool indeed that stands before a logi and their prize.|<span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. While the bearer is leading a unit, each time a model in that unit makes an attack that targets a unit within range of your Acquisition <span class="tooltip00064" data-tooltip-content="#tooltip_content00064"><span class="tt kwbu">objective</span> <span class="tt kwbu">marker</span></span>, add 1 to the <span class="tooltip00031" data-tooltip-content="#tooltip_content00031"><span class="tt kwbu">Hit</span> <span class="tt kwbu">roll</span></span>.|
AdM|000009745005|Inloaded Lethality|15|Haloscreed Battle Clade|000000984|The ancient noospheric receptors implanted into this field commander enable them to receive constant streams of binharic kill code and static prayer chants, lending them greater strength and martial prowess.|<a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Tech-priest-Dominus"><span class="kwb kwbo">TECH-PRIEST</span> <span class="kwb kwbo">DOMINUS</span></a> or <a class="kwbOne" href="/wh40k10ed/factions/adeptus-mechanicus/Tech-priest-Manipulus"><span class="kwb kwbo">TECH-PRIEST</span> <span class="kwb kwbo">MANIPULUS</span></a> model only. Add 3 to the Attacks characteristic of the bearerâs melee weapons and add 1 to the Damage characteristic of the bearerâs melee weapons.|
AdM|000008572005|Arch-negator|10|Cohort Cybernetica|000000823|Feeding magneto-voltaic arcs and deadly frequencies into their weapons, the Tech-Priest is death incarnate to blasphemies against the Machine God.|<span class="tooltip00420" data-tooltip-content="#tooltip_content00420" data-tooltip-anchor="#tooltip_content00420"><span class="kwb kwbu">TECH-PRIEST</span></span> model only. Ranged weapons equipped by the bearer have the <span class="kwb2 bluefont"><span class="tooltip00174" data-tooltip-content="#tooltip_content00174"><span class="tt kwbu">[ANTI-VEHICLE</span> <span class="tt kwbu">4+]</span></span></span> ability.|
